s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 3.0205391E+001, 1.2239980E+008,-1.2545094E+007,-3.7629321E+007,-3.1949440E+006, 6.6720444E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7553733E+007, 6.9031112E+007, 4.5000169E+003, 4.5000169E+003
 3.0242147E+001, 1.2334665E+008,-1.1266216E+007,-3.7682995E+007,-3.1920139E+006, 6.6637973E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0034134E+007, 7.1206091E+007, 4.5000169E+003, 4.5000169E+003
 3.0285376E+001, 1.2480353E+008,-1.1928595E+007,-3.7744126E+007,-3.2039320E+006, 6.6633687E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1225007E+007, 7.1927539E+007, 4.5000169E+003, 4.5000169E+003
 3.0323738E+001, 1.2571448E+008,-1.2087451E+007,-3.7799218E+007,-3.2124319E+006, 6.6659627E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1760439E+007, 7.2616041E+007, 4.5000169E+003, 4.5000169E+003
 3.0365345E+001, 1.2682923E+008,-1.3877194E+007,-3.7824033E+007,-3.2136579E+006, 6.6453599E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1032352E+007, 7.1915014E+007, 4.5000169E+003, 4.5000169E+003
 3.0404566E+001, 1.2752502E+008,-1.2747088E+007,-3.7765706E+007,-3.2056849E+006, 6.6434861E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3024287E+007, 7.3807203E+007, 4.5000169E+003, 4.5000169E+003
 3.0444899E+001, 1.2801573E+008,-1.3044597E+007,-3.7699023E+007,-3.2197362E+006, 6.6298339E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3022882E+007, 7.4053042E+007, 4.5000169E+003, 4.5000169E+003
 3.0483374E+001, 1.2853112E+008,-1.3922328E+007,-3.7615891E+007,-3.2228910E+006, 6.6376527E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3137649E+007, 7.3770678E+007, 4.5000169E+003, 4.5000169E+003
 3.0524141E+001, 1.2925672E+008,-1.3762004E+007,-3.7507528E+007,-3.2205726E+006, 6.6382487E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3537948E+007, 7.4767276E+007, 4.5000169E+003, 4.5000169E+003
 3.0564756E+001, 1.2990124E+008,-1.2987598E+007,-3.7381210E+007,-3.2122136E+006, 6.6378155E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5445916E+007, 7.6320881E+007, 4.5000169E+003, 4.5000169E+003
 3.0604534E+001, 1.3038911E+008,-1.2929805E+007,-3.7264431E+007,-3.2001333E+006, 6.6067621E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.6337080E+007, 7.6995404E+007, 4.5000169E+003, 4.5000169E+003
 3.0642765E+001, 1.3087243E+008,-1.3801998E+007,-3.7162504E+007,-3.2328596E+006, 6.5741469E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5759523E+007, 7.6675722E+007, 4.5000169E+003, 4.5000169E+003
 3.0680998E+001, 1.3093645E+008,-1.3066722E+007,-3.7046507E+007,-3.2490671E+006, 6.6260498E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.6679526E+007, 7.7574816E+007, 4.5000169E+003, 4.5000169E+003
 3.0724691E+001, 1.3151817E+008,-1.3130854E+007,-3.6934903E+007,-3.2463287E+006, 6.6241172E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7160371E+007, 7.8206749E+007, 4.5000169E+003, 4.5000169E+003
 3.0762924E+001, 1.3220817E+008,-1.2498230E+007,-3.6843616E+007,-3.2580001E+006, 6.6634506E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8866663E+007, 7.9608989E+007, 4.5000169E+003, 4.5000169E+003
 3.0801155E+001, 1.3305924E+008,-1.3651415E+007,-3.6800610E+007,-3.2618091E+006, 6.6936700E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8833677E+007, 7.9346073E+007, 4.5000169E+003, 4.5000169E+003
 3.0845394E+001, 1.3346792E+008,-1.2193969E+007,-3.6780883E+007,-3.2514753E+006, 6.7412761E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9973754E+007, 8.1242263E+007, 4.5000169E+003, 4.5000169E+003
 3.0881443E+001, 1.3428352E+008,-1.3430310E+007,-3.6857403E+007,-3.2626868E+006, 6.7945576E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0051127E+007, 8.0733796E+007, 4.5000169E+003, 4.5000169E+003
 3.0923435E+001, 1.3509964E+008,-1.4307807E+007,-3.6996910E+007,-3.2383351E+006, 6.8495906E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9378185E+007, 8.0557274E+007, 4.5000169E+003, 4.5000169E+003
 3.0961948E+001, 1.3586897E+008,-1.3346297E+007,-3.7198720E+007,-3.2519639E+006, 6.8976748E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1324149E+007, 8.2072678E+007, 4.5000169E+003, 4.5000169E+003
 3.1003351E+001, 1.3660024E+008,-1.3686256E+007,-3.7493419E+007,-3.2923378E+006, 6.9554161E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1221321E+007, 8.2128927E+007, 4.5000169E+003, 4.5000169E+003
 3.1040421E+001, 1.3758896E+008,-1.4195101E+007,-3.7814803E+007,-3.2970694E+006, 7.0398819E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1580649E+007, 8.2282687E+007, 4.5000169E+003, 4.5000169E+003
 3.1084661E+001, 1.3861737E+008,-1.3866131E+007,-3.8140887E+007,-3.3067849E+006, 7.0884691E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2540054E+007, 8.3304275E+007, 4.5000169E+003, 4.5000169E+003
 3.1120901E+001, 1.3913287E+008,-1.3954818E+007,-3.8456844E+007,-3.3155352E+006, 7.1670959E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2232507E+007, 8.3406388E+007, 4.5000169E+003, 4.5000169E+003
 3.1162319E+001, 1.3962651E+008,-1.3429917E+007,-3.8701709E+007,-3.3349669E+006, 7.2285503E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2975299E+007, 8.4160639E+007, 4.5000169E+003, 4.5000169E+003
 3.1203737E+001, 1.4022350E+008,-1.3552960E+007,-3.8918084E+007,-3.3472357E+006, 7.3305936E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3287878E+007, 8.4405956E+007, 4.5000169E+003, 4.5000169E+003
 3.1245155E+001, 1.4097572E+008,-1.3503881E+007,-3.9081287E+007,-3.3702425E+006, 7.4194996E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4222625E+007, 8.5021049E+007, 4.5000169E+003, 4.5000169E+003
 3.1281395E+001, 1.4134087E+008,-1.3844694E+007,-3.9194722E+007,-3.3784633E+006, 7.5098437E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4067537E+007, 8.4923745E+007, 4.5000169E+003, 4.5000169E+003
 3.1321072E+001, 1.4182846E+008,-1.2659142E+007,-3.9240409E+007,-3.4050290E+006, 7.5749258E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5743522E+007, 8.6524643E+007, 4.5000169E+003, 4.5000169E+003
 3.1362440E+001, 1.4212946E+008,-1.3874769E+007,-3.9275612E+007,-3.4210920E+006, 7.6899506E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4448775E+007, 8.5558751E+007, 4.5000169E+003, 4.5000169E+003
 3.1400503E+001, 1.4244026E+008,-1.3198005E+007,-3.9215061E+007,-3.4271624E+006, 7.7546743E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6009171E+007, 8.6600805E+007, 4.5000169E+003, 4.5000169E+003
 3.1442806E+001, 1.4285097E+008,-1.3483315E+007,-3.9104362E+007,-3.4298834E+006, 7.8521516E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6028455E+007, 8.6834191E+007, 4.5000169E+003, 4.5000169E+003
 3.1481182E+001, 1.4273307E+008,-1.3293423E+007,-3.8958556E+007,-3.4224572E+006, 7.9402011E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5940795E+007, 8.7059425E+007, 4.5000169E+003, 4.5000169E+003
 3.1522665E+001, 1.4261966E+008,-1.3263729E+007,-3.8787618E+007,-3.4381161E+006, 8.0508419E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6379551E+007, 8.7131006E+007, 4.5000169E+003, 4.5000169E+003
 3.1560219E+001, 1.4282707E+008,-1.2998957E+007,-3.8590357E+007,-3.4621421E+006, 8.1454751E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6795085E+007, 8.7776425E+007, 4.5000169E+003, 4.5000169E+003
 3.1602465E+001, 1.4286493E+008,-1.3177876E+007,-3.8375199E+007,-3.4726574E+006, 8.2378844E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6990138E+007, 8.7840023E+007, 4.5000169E+003, 4.5000169E+003
 3.1640018E+001, 1.4273254E+008,-1.3701801E+007,-3.8143151E+007,-3.4816775E+006, 8.3397967E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6711640E+007, 8.7406746E+007, 4.5000169E+003, 4.5000169E+003
 3.1682266E+001, 1.4228564E+008,-1.2209444E+007,-3.7905535E+007,-3.5049347E+006, 8.4282043E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7876270E+007, 8.8666568E+007, 4.5000169E+003, 4.5000169E+003
 3.1724514E+001, 1.4205456E+008,-1.3179271E+007,-3.7742154E+007,-3.5292396E+006, 8.4834232E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6500156E+007, 8.7604746E+007, 4.5000169E+003, 4.5000169E+003
 3.1762066E+001, 1.4207190E+008,-1.1955836E+007,-3.7639626E+007,-3.5413862E+006, 8.5928931E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8291688E+007, 8.8935908E+007, 4.5000169E+003, 4.5000169E+003
 3.1804314E+001, 1.4195329E+008,-1.1645888E+007,-3.7625395E+007,-3.5659365E+006, 8.6721172E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7923001E+007, 8.9116940E+007, 4.5000169E+003, 4.5000169E+003
 3.1841867E+001, 1.4197862E+008,-1.2205651E+007,-3.7673899E+007,-3.5848751E+006, 8.7282880E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7749339E+007, 8.8515065E+007, 4.5000169E+003, 4.5000169E+003
 3.1884115E+001, 1.4156493E+008,-1.1436521E+007,-3.7762540E+007,-3.6342208E+006, 8.8045516E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7748377E+007, 8.8732527E+007, 4.5000169E+003, 4.5000169E+003
 3.1921667E+001, 1.4054183E+008,-1.0464256E+007,-3.7930763E+007,-3.6818712E+006, 8.8877650E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8202889E+007, 8.8465834E+007, 4.5000169E+003, 4.5000169E+003
 3.1963915E+001, 1.3943756E+008,-9.9255213E+006,-3.8191097E+007,-3.6821792E+006, 8.9546139E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6775056E+007, 8.7639663E+007, 4.5000169E+003, 4.5000169E+003
 3.2001469E+001, 1.3841435E+008,-1.0035357E+007,-3.8520166E+007,-3.7004877E+006, 8.9998581E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5432568E+007, 8.6159236E+007, 4.5000169E+003, 4.5000169E+003
 3.2043716E+001, 1.3744856E+008,-9.4771777E+006,-3.8895824E+007,-3.6953851E+006, 9.0385413E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4909493E+007, 8.5381074E+007, 4.5000169E+003, 4.5000169E+003
 3.2082199E+001, 1.3681384E+008,-8.5179039E+006,-3.9338833E+007,-3.7292087E+006, 9.1073365E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4472177E+007, 8.5228803E+007, 4.5000169E+003, 4.5000169E+003
 3.2120663E+001, 1.3646601E+008,-1.0271687E+007,-3.9877006E+007,-3.7550724E+006, 9.1077839E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1899504E+007, 8.2563156E+007, 4.5000169E+003, 4.5000169E+003
 3.2161621E+001, 1.3618572E+008,-8.8775487E+006,-4.0462203E+007,-3.7462729E+006, 9.1832876E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2411636E+007, 8.3100613E+007, 4.5000169E+003, 4.5000169E+003
 3.2200085E+001, 1.3609335E+008,-7.8795421E+006,-4.1126828E+007,-3.7722130E+006, 9.1677491E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2601072E+007, 8.3315686E+007, 4.5000169E+003, 4.5000169E+003
 3.2244041E+001, 1.3567820E+008,-8.5820714E+006,-4.1920222E+007,-3.7816916E+006, 9.1937807E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0702088E+007, 8.1395130E+007, 4.5000169E+003, 4.5000169E+003
 3.2283600E+001, 1.3547526E+008,-9.4265334E+006,-4.2731227E+007,-3.8142250E+006, 9.2045328E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8484659E+007, 7.9504191E+007, 4.5000169E+003, 4.5000169E+003
 3.2323654E+001, 1.3523064E+008,-8.8138697E+006,-4.3481161E+007,-3.8755004E+006, 9.2248844E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8337891E+007, 7.9061028E+007, 4.5000169E+003, 4.5000169E+003
 3.2361729E+001, 1.3524741E+008,-8.0256060E+006,-4.4213385E+007,-3.8928455E+006, 9.1695969E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8603890E+007, 7.9116489E+007, 4.5000169E+003, 4.5000169E+003
 3.2403763E+001, 1.3550208E+008,-9.1543088E+006,-4.5007148E+007,-3.9317974E+006, 9.1887345E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7191962E+007, 7.7409749E+007, 4.5000169E+003, 4.5000169E+003
 3.2440956E+001, 1.3535112E+008,-1.0078964E+007,-4.5813138E+007,-3.9689459E+006, 9.1955635E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4985474E+007, 7.5490989E+007, 4.5000169E+003, 4.5000169E+003
 3.2482082E+001, 1.3515281E+008,-1.0161158E+007,-4.6590161E+007,-3.9559325E+006, 9.1919179E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3280361E+007, 7.4446479E+007, 4.5000169E+003, 4.5000169E+003
 3.2520584E+001, 1.3468752E+008,-8.2416982E+006,-4.7316549E+007,-3.9891930E+006, 9.2203520E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4631525E+007, 7.5140999E+007, 4.5000169E+003, 4.5000169E+003
 3.2563900E+001, 1.3391222E+008,-7.8749712E+006,-4.8064813E+007,-4.0425128E+006, 9.2926689E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3405687E+007, 7.3930857E+007, 4.5000169E+003, 4.5000169E+003
 3.2603848E+001, 1.3334675E+008,-8.2730127E+006,-4.8778388E+007,-4.0873348E+006, 9.3484149E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1726134E+007, 7.2208950E+007, 4.5000169E+003, 4.5000169E+003
 3.2640903E+001, 1.3292432E+008,-7.6597518E+006,-4.9333118E+007,-4.1545229E+006, 9.4071054E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1373173E+007, 7.1777872E+007, 4.5000169E+003, 4.5000169E+003
 3.2680977E+001, 1.3194264E+008,-8.5289982E+006,-4.9792039E+007,-4.1771898E+006, 9.4608506E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8903918E+007, 6.9445359E+007, 4.5000169E+003, 4.5000169E+003
 3.2723495E+001, 1.3130420E+008,-8.3414399E+006,-5.0132462E+007,-4.1989647E+006, 9.5095911E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8043889E+007, 6.8632289E+007, 4.5000169E+003, 4.5000169E+003
 3.2764126E+001, 1.3057334E+008,-9.0375825E+006,-5.0393710E+007,-4.2608500E+006, 9.5766640E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6275797E+007, 6.6882157E+007, 4.5000169E+003, 4.5000169E+003
 3.2800499E+001, 1.2982261E+008,-9.1763167E+006,-5.0553891E+007,-4.3251417E+006, 9.6361125E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5103497E+007, 6.5768225E+007, 4.5000169E+003, 4.5000169E+003
 3.2844040E+001, 1.2908219E+008,-8.1093292E+006,-5.0620478E+007,-4.3543951E+006, 9.7259468E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5612367E+007, 6.5998962E+007, 4.5000169E+003, 4.5000169E+003
 3.2881306E+001, 1.2810867E+008,-9.1148283E+006,-5.0655519E+007,-4.4201836E+006, 9.7602872E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3306214E+007, 6.3919115E+007, 4.5000169E+003, 4.5000169E+003
 3.2923225E+001, 1.2695016E+008,-9.5246820E+006,-5.0605567E+007,-4.4515980E+006, 9.8265123E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1904258E+007, 6.2369297E+007, 4.5000169E+003, 4.5000169E+003
 3.2964218E+001, 1.2556601E+008,-8.9787168E+006,-5.0505652E+007,-4.4944555E+006, 9.8866703E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0975342E+007, 6.1588178E+007, 4.5000169E+003, 4.5000169E+003
 3.3000084E+001, 1.2416627E+008,-8.4325506E+006,-5.0428538E+007,-4.5168710E+006, 9.9481019E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0925570E+007, 6.0789301E+007, 4.5000169E+003, 4.5000169E+003
 3.3041077E+001, 1.2292509E+008,-7.6692071E+006,-5.0380949E+007,-4.5549656E+006, 9.9879097E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9846275E+007, 6.0320972E+007, 4.5000169E+003, 4.5000169E+003
 3.3082069E+001, 1.2186261E+008,-8.7530931E+006,-5.0394300E+007,-4.5788327E+006, 1.0055115E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7856332E+007, 5.8137389E+007, 4.5000169E+003, 4.5000169E+003
 3.3125111E+001, 1.2076553E+008,-6.7685487E+006,-5.0439909E+007,-4.5973344E+006, 1.0094690E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7992349E+007, 5.8960752E+007, 4.5000169E+003, 4.5000169E+003
 3.3164562E+001, 1.1942530E+008,-6.6768955E+006,-5.0571530E+007,-4.6129338E+006, 1.0142782E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7171209E+007, 5.7564953E+007, 4.5000169E+003, 4.5000169E+003
 3.3204018E+001, 1.1806935E+008,-6.5025638E+006,-5.0743044E+007,-4.6870851E+006, 1.0194092E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5300394E+007, 5.6137672E+007, 4.5000169E+003, 4.5000169E+003
 3.3244366E+001, 1.1663799E+008,-6.8937033E+006,-5.0960388E+007,-4.7264935E+006, 1.0222828E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3746722E+007, 5.4058432E+007, 4.5000169E+003, 4.5000169E+003
 3.3284714E+001, 1.1508092E+008,-6.4029785E+006,-5.1172015E+007,-4.7981490E+006, 1.0317394E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2513491E+007, 5.2708812E+007, 4.5000169E+003, 4.5000169E+003
 3.3323044E+001, 1.1358732E+008,-5.5826715E+006,-5.1356813E+007,-4.8358470E+006, 1.0320120E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1583065E+007, 5.1813019E+007, 4.5000169E+003, 4.5000169E+003
 3.3361881E+001, 1.1218675E+008,-3.7385866E+006,-5.1492120E+007,-4.8699192E+006, 1.0425999E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1750954E+007, 5.2087169E+007, 4.5000169E+003, 4.5000169E+003
 3.3400719E+001, 1.1056046E+008,-4.3606097E+006,-5.1603377E+007,-4.9145633E+006, 1.0450164E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9867439E+007, 4.9682960E+007, 4.5000169E+003, 4.5000169E+003
 3.3445099E+001, 1.0895022E+008,-2.1376492E+006,-5.1602764E+007,-4.8912605E+006, 1.0451572E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9346227E+007, 5.0319595E+007, 4.5000169E+003, 4.5000169E+003
 3.3483936E+001, 1.0720499E+008,-3.7473509E+006,-5.1571910E+007,-4.8972626E+006, 1.0479552E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7067475E+007, 4.6989511E+007, 4.5000169E+003, 4.5000169E+003
 3.3522770E+001, 1.0546721E+008,-3.5298121E+006,-5.1451677E+007,-4.9150143E+006, 1.0510804E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4349386E+007, 4.5571755E+007, 4.5000169E+003, 4.5000169E+003
 3.3564938E+001, 1.0340399E+008,-2.5587082E+006,-5.1219519E+007,-4.9466576E+006, 1.0539360E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3911049E+007, 4.4680156E+007, 4.5000169E+003, 4.5000169E+003
 3.3601551E+001, 1.0148793E+008,-2.4173640E+006,-5.0945503E+007,-4.9514562E+006, 1.0564653E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2945982E+007, 4.3174662E+007, 4.5000169E+003, 4.5000169E+003
 3.3644272E+001, 9.9148355E+007,-2.1091236E+006,-5.0630809E+007,-4.9231201E+006, 1.0571994E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2146772E+007, 4.1486359E+007, 4.5000169E+003, 4.5000169E+003
 3.3682110E+001, 9.6751203E+007,-1.4131849E+006,-5.0291713E+007,-4.9408999E+006, 1.0583985E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0385315E+007, 4.0106464E+007, 4.5000169E+003, 4.5000169E+003
 3.3722385E+001, 9.4930941E+007,-1.1499661E+006,-4.9946735E+007,-4.9813679E+006, 1.0600153E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9177275E+007, 3.8853932E+007, 4.5000169E+003, 4.5000169E+003
 3.3762665E+001, 9.2678840E+007,-1.2586791E+006,-4.9598283E+007,-4.9604259E+006, 1.0606661E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6707609E+007, 3.6862513E+007, 4.5000169E+003, 4.5000169E+003
 3.3802944E+001, 9.1046970E+007,-8.8868070E+005,-4.9233480E+007,-4.9612164E+006, 1.0604669E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5636074E+007, 3.5964653E+007, 4.5000169E+003, 4.5000169E+003
 3.3843220E+001, 8.9877532E+007,-5.4729672E+005,-4.8845246E+007,-4.9757613E+006, 1.0585183E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5187294E+007, 3.5510286E+007, 4.5000169E+003, 4.5000169E+003
 3.3883499E+001, 8.8857079E+007, 5.6910333E+005,-4.8445175E+007,-5.0039880E+006, 1.0592756E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5624732E+007, 3.5978078E+007, 4.5000169E+003, 4.5000169E+003
 3.3923779E+001, 8.7579847E+007, 1.5467273E+006,-4.8051721E+007,-4.9977303E+006, 1.0573304E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5670814E+007, 3.6078180E+007, 4.5000169E+003, 4.5000169E+003
 3.3964054E+001, 8.6167859E+007, 2.7187613E+006,-4.7658815E+007,-4.9876269E+006, 1.0552399E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6089583E+007, 3.6241233E+007, 4.5000169E+003, 4.5000169E+003
 3.4004333E+001, 8.4953439E+007, 8.3190913E+005,-4.7308126E+007,-5.0051539E+006, 1.0531653E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3230134E+007, 3.3473121E+007, 4.5000169E+003, 4.5000169E+003
 3.4044613E+001, 8.4277160E+007,-7.3704517E+005,-4.6964446E+007,-5.0267940E+006, 1.0552941E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1000756E+007, 3.1549930E+007, 4.5000169E+003, 4.5000169E+003
 3.4084888E+001, 8.3128292E+007,-1.4186703E+006,-4.6613484E+007,-5.0165410E+006, 1.0526592E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9725754E+007, 3.0080649E+007, 4.5000169E+003, 4.5000169E+003
 3.4125168E+001, 8.2265666E+007,-8.7388404E+005,-4.6238988E+007,-5.0250954E+006, 1.0485201E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9599699E+007, 3.0128746E+007, 4.5000169E+003, 4.5000169E+003
 3.4165447E+001, 8.1696339E+007,-7.3233133E+005,-4.5877434E+007,-5.0219305E+006, 1.0432757E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9871408E+007, 3.0065686E+007, 4.5000169E+003, 4.5000169E+003
 3.4205723E+001, 8.1037698E+007,-1.1607902E+006,-4.5532519E+007,-5.0245919E+006, 1.0367925E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0182670E+007, 2.9320834E+007, 4.5000169E+003, 4.5000169E+003
 3.4246002E+001, 8.0514991E+007,-4.8450278E+006,-4.5213835E+007,-5.0139037E+006, 1.0302961E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5224741E+007, 2.5443255E+007, 4.5000169E+003, 4.5000169E+003
 3.4286953E+001, 7.9925506E+007,-5.7039491E+006,-4.4850008E+007,-4.9864845E+006, 1.0251574E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3789777E+007, 2.4386090E+007, 4.5000169E+003, 4.5000169E+003
 3.4323872E+001, 7.9307994E+007,-5.3289536E+006,-4.4472332E+007,-4.9730829E+006, 1.0190072E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3128205E+007, 2.4534645E+007, 4.5000169E+003, 4.5000169E+003
 3.4360794E+001, 7.8803081E+007,-5.2386769E+006,-4.4110326E+007,-4.9784483E+006, 1.0144770E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3951356E+007, 2.4476645E+007, 4.5000169E+003, 4.5000169E+003
 3.4404987E+001, 7.8035776E+007,-6.3219729E+006,-4.3710975E+007,-4.9847630E+006, 1.0085717E+003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2716616E+007, 2.3019074E+007, 4.5000169E+003, 4.5000169E+003
