s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 9.3526297E+000, 7.5177814E+007,-1.1805426E+007, 1.0184483E+006,-5.0511386E+004, 5.1697955E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6707571E+007, 6.4340842E+007, 4.5000168E+003, 4.5000168E+003
 9.3631792E+000, 7.5141982E+007,-1.1603835E+007, 1.0228193E+006,-5.1099898E+004, 4.7760077E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3968541E+007, 6.4510344E+007, 4.5000168E+003, 4.5000168E+003
 9.3737288E+000, 7.4552333E+007,-1.1370918E+007, 1.0193647E+006,-5.0866919E+004, 5.1647202E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4156880E+007, 6.4150429E+007, 4.5000168E+003, 4.5000168E+003
 9.3842783E+000, 7.5008544E+007,-9.5718408E+006, 1.0522317E+006,-5.1346155E+004, 4.7820717E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3757675E+007, 6.6438067E+007, 4.5000168E+003, 4.5000168E+003
 9.3948278E+000, 7.4890357E+007,-8.8483019E+006, 1.0593927E+006,-5.1046395E+004, 5.1437959E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6073616E+007, 6.7050916E+007, 4.5000168E+003, 4.5000168E+003
 9.4053774E+000, 7.4882795E+007,-1.1187744E+007, 1.0307820E+006,-5.0764728E+004, 5.1602476E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6663792E+007, 6.4675584E+007, 4.5000168E+003, 4.5000168E+003
 9.4159269E+000, 7.4908657E+007,-9.0846359E+006, 1.0603239E+006,-5.1674359E+004, 4.8914154E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4294286E+007, 6.6833160E+007, 4.5000168E+003, 4.5000168E+003
 9.4264765E+000, 7.4867805E+007,-1.2738428E+007, 1.0120756E+006,-5.1358159E+004, 4.9866209E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6456058E+007, 6.3090593E+007, 4.5000168E+003, 4.5000168E+003
 9.4370260E+000, 7.4919916E+007,-8.4473513E+006, 1.0706461E+006,-5.2012797E+004, 4.8784320E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2731843E+007, 6.7491686E+007, 4.5000168E+003, 4.5000168E+003
 9.4475756E+000, 7.4574559E+007,-1.0210021E+007, 1.0440950E+006,-5.1687332E+004, 4.9983926E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7090383E+007, 6.5357446E+007, 4.5000168E+003, 4.5000168E+003
 9.4581251E+000, 7.4549631E+007,-1.0669661E+007, 1.0377628E+006,-5.2008002E+004, 4.9756051E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4988974E+007, 6.4866223E+007, 4.5000168E+003, 4.5000168E+003
 9.4686747E+000, 7.4420453E+007,-7.2415119E+006, 1.0818776E+006,-5.2056999E+004, 5.0294145E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4491384E+007, 6.8209264E+007, 4.5000168E+003, 4.5000168E+003
 9.4792252E+000, 7.4079017E+007,-1.0040987E+007, 1.0422311E+006,-5.1854152E+004, 5.0530874E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7791226E+007, 6.5028913E+007, 4.5000168E+003, 4.5000168E+003
 9.4884024E+000, 7.3705073E+007,-1.1672770E+007, 1.0157606E+006,-5.2411049E+004, 4.9695472E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4656703E+007, 6.2996149E+007, 4.5000168E+003, 4.5000168E+003
 9.4975805E+000, 7.4219388E+007,-6.7517614E+006, 1.0879788E+006,-5.2670591E+004, 4.8419679E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2621802E+007, 6.8503419E+007, 4.5000168E+003, 4.5000168E+003
 9.5067577E+000, 7.3926968E+007,-1.0423133E+007, 1.0373460E+006,-5.2209630E+004, 5.0402289E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8084810E+007, 6.4489475E+007, 4.5000168E+003, 4.5000168E+003
 9.5168533E+000, 7.3824041E+007,-9.0151133E+006, 1.0550259E+006,-5.2877844E+004, 4.8423765E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4114657E+007, 6.5811560E+007, 4.5000168E+003, 4.5000168E+003
 9.5269489E+000, 7.3448873E+007,-8.0946633E+006, 1.0631950E+006,-5.2569413E+004, 5.0601977E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5421284E+007, 6.6365342E+007, 4.5000168E+003, 4.5000168E+003
 9.5673313E+000, 7.2767512E+007,-8.8817378E+006, 1.0450277E+006,-5.3053525E+004, 4.9991663E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5223798E+007, 6.4878248E+007, 4.5000168E+003, 4.5000168E+003
 9.6056442E+000, 7.1971180E+007,-8.3546877E+006, 1.0428607E+006,-5.3665633E+004, 4.9060423E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3820023E+007, 6.4606178E+007, 4.5000168E+003, 4.5000168E+003
 9.6418858E+000, 7.0718275E+007,-6.9843435E+006, 1.0457369E+006,-5.3946161E+004, 4.9773845E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4344676E+007, 6.4726220E+007, 4.5000168E+003, 4.5000168E+003
 9.6871881E+000, 6.8750876E+007,-5.1114098E+006, 1.0462810E+006,-5.4308095E+004, 4.9469722E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4206822E+007, 6.4631934E+007, 4.5000168E+003, 4.5000168E+003
 9.7261477E+000, 6.6788949E+007,-5.0464036E+006, 1.0204865E+006,-5.4723586E+004, 4.9583553E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2482274E+007, 6.2708805E+007, 4.5000168E+003, 4.5000168E+003
 9.7660141E+000, 6.5323802E+007,-4.7895313E+006, 1.0044700E+006,-5.5014057E+004, 4.9459483E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1466253E+007, 6.1484221E+007, 4.5000168E+003, 4.5000168E+003
 9.8058796E+000, 6.4208819E+007,-5.7067652E+006, 9.7960326E+005,-5.5323454E+004, 4.9441241E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0049177E+007, 5.9426828E+007, 4.5000168E+003, 4.5000168E+003
 9.8457460E+000, 6.3592271E+007,-4.8435826E+006, 9.8538453E+005,-5.5645757E+004, 4.8934328E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9060286E+007, 5.9678917E+007, 4.5000168E+003, 4.5000168E+003
 9.8886023E+000, 6.2832457E+007,-4.2199766E+006, 9.8677268E+005,-5.5898696E+004, 4.8934334E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9387077E+007, 5.9543843E+007, 4.5000168E+003, 4.5000168E+003
 9.9214916E+000, 6.3005947E+007,-4.6764230E+006, 9.8750743E+005,-5.6112612E+004, 4.9504892E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9646621E+007, 5.9261414E+007, 4.5000168E+003, 4.5000168E+003
 9.9653435E+000, 6.2389652E+007,-2.1888224E+006, 1.0158269E+006,-5.6579009E+004, 4.8634035E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9412344E+007, 6.1160564E+007, 4.5000168E+003, 4.5000168E+003
 1.0009196E+001, 6.1765126E+007,-8.2076049E+005, 1.0273833E+006,-5.6680706E+004, 4.9264796E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1820879E+007, 6.1915561E+007, 4.5000168E+003, 4.5000168E+003
 1.0042086E+001, 6.1626733E+007,-1.2655144E+006, 1.0192294E+006,-5.7181774E+004, 4.8240106E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1145903E+007, 6.1323748E+007, 4.5000168E+003, 4.5000168E+003
 1.0085938E+001, 6.1108531E+007,-4.3274835E+005, 1.0217305E+006,-5.7339079E+004, 4.8721025E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1897510E+007, 6.1640662E+007, 4.5000168E+003, 4.5000168E+003
 1.0129791E+001, 6.0476387E+007, 3.5251060E+005, 1.0201153E+006,-5.7751602E+004, 4.7970610E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0730996E+007, 6.1791741E+007, 4.5000169E+003, 4.5000169E+003
 1.0162681E+001, 6.0902507E+007,-8.2281367E+005, 1.0078583E+006,-5.7877111E+004, 4.8220160E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0642777E+007, 6.1030157E+007, 4.5000169E+003, 4.5000169E+003
 1.0206533E+001, 6.0789838E+007, 6.8340548E+005, 1.0288750E+006,-5.8212957E+004, 4.7370981E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2153855E+007, 6.2444379E+007, 4.5000169E+003, 4.5000169E+003
 1.0250386E+001, 6.1243298E+007, 3.2808928E+006, 1.0738118E+006,-5.8503742E+004, 4.7731686E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3988791E+007, 6.5539976E+007, 4.5000169E+003, 4.5000169E+003
 1.0283276E+001, 6.1319531E+007, 3.7549967E+006, 1.0833727E+006,-5.8760951E+004, 4.7151564E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5628832E+007, 6.6099611E+007, 4.5000169E+003, 4.5000169E+003
 1.0327127E+001, 6.1515936E+007, 5.2395302E+006, 1.1077494E+006,-5.9004889E+004, 4.7123138E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6942053E+007, 6.7804682E+007, 4.5000169E+003, 4.5000169E+003
 1.0367025E+001, 6.1677562E+007, 3.6486379E+006, 1.0884519E+006,-5.9399032E+004, 4.7329144E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6490117E+007, 6.6355726E+007, 4.5000169E+003, 4.5000169E+003
 1.0405605E+001, 6.1736446E+007, 1.0303725E+006, 1.0539693E+006,-5.9831618E+004, 4.6343604E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4076952E+007, 6.3761420E+007, 4.5000169E+003, 4.5000169E+003
 1.0444184E+001, 6.1080407E+007, 2.3973703E+005, 1.0318962E+006,-6.0304979E+004, 4.6110337E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1942695E+007, 6.2292197E+007, 4.5000169E+003, 4.5000169E+003
 1.0482763E+001, 6.0747772E+007,-2.1683708E+006, 9.9213860E+005,-6.0790123E+004, 4.5864487E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0443013E+007, 5.9511208E+007, 4.5000169E+003, 4.5000169E+003
 1.0521343E+001, 5.9935528E+007,-5.1845659E+005, 9.9980762E+005,-6.1162924E+004, 4.5034658E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9340957E+007, 6.0356166E+007, 4.5000169E+003, 4.5000169E+003
 1.0569567E+001, 5.9008299E+007,-1.6403429E+006, 9.6849684E+005,-6.1408104E+004, 4.5297983E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8635940E+007, 5.8275497E+007, 4.5000169E+003, 4.5000169E+003
 1.0610075E+001, 5.8274087E+007,-2.0405227E+006, 9.5184511E+005,-6.1906163E+004, 4.5199210E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6789991E+007, 5.7123956E+007, 4.5000169E+003, 4.5000169E+003
 1.0641903E+001, 5.7312806E+007,-1.5496077E+006, 9.4544018E+005,-6.2237856E+004, 4.4758838E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6441427E+007, 5.6646848E+007, 4.5000169E+003, 4.5000169E+003
 1.0684340E+001, 5.7611026E+007,-2.4715393E+006, 9.3829158E+005,-6.2526833E+004, 4.4995563E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6443511E+007, 5.6015702E+007, 4.5000169E+003, 4.5000169E+003
 1.0726778E+001, 5.7068213E+007,-2.6415695E+006, 9.2803514E+005,-6.2952406E+004, 4.4703310E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4664209E+007, 5.5292173E+007, 4.5000169E+003, 4.5000169E+003
 1.0769216E+001, 5.6968440E+007,-4.0439345E+006, 9.0574710E+005,-6.3522594E+004, 4.3962342E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3802987E+007, 5.3767169E+007, 4.5000169E+003, 4.5000169E+003
 1.0801044E+001, 5.6341292E+007,-4.1847374E+006, 8.9344216E+005,-6.3730506E+004, 4.4636710E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2570362E+007, 5.2986713E+007, 4.5000169E+003, 4.5000169E+003
 1.0846663E+001, 5.6530495E+007,-4.6057583E+006, 8.8767196E+005,-6.4051569E+004, 4.4424081E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2905308E+007, 5.2748801E+007, 4.5000169E+003, 4.5000169E+003
 1.0881674E+001, 5.6903305E+007,-4.7743935E+006, 8.8680615E+005,-6.4414021E+004, 4.4617015E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2377155E+007, 5.2951750E+007, 4.5000169E+003, 4.5000169E+003
 1.0928355E+001, 5.6043228E+007,-5.6737154E+006, 8.5922390E+005,-6.4836206E+004, 4.3309984E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1563733E+007, 5.1164333E+007, 4.5000169E+003, 4.5000169E+003
 1.0963366E+001, 5.6391175E+007,-5.7550471E+006, 8.6033105E+005,-6.5376156E+004, 4.3255111E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0271252E+007, 5.1431515E+007, 4.5000169E+003, 4.5000169E+003
 1.1010047E+001, 5.6206774E+007,-5.6417551E+006, 8.6008110E+005,-6.5332840E+004, 4.3826479E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1301987E+007, 5.1360205E+007, 4.5000169E+003, 4.5000169E+003
 1.1045057E+001, 5.5917224E+007,-6.1285002E+006, 8.4910982E+005,-6.5708114E+004, 4.2875208E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0574126E+007, 5.0572555E+007, 4.5000169E+003, 4.5000169E+003
 1.1080069E+001, 5.5478768E+007,-5.8823621E+006, 8.4759296E+005,-6.5763527E+004, 4.3444326E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0240887E+007, 5.0378670E+007, 4.5000169E+003, 4.5000169E+003
 1.1126749E+001, 5.5142773E+007,-5.4541415E+006, 8.4980067E+005,-6.6101115E+004, 4.2778070E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9986025E+007, 5.0472759E+007, 4.5000169E+003, 4.5000169E+003
 1.1161760E+001, 5.5787554E+007,-5.6585949E+006, 8.5626635E+005,-6.6361810E+004, 4.2990330E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0497000E+007, 5.0919294E+007, 4.5000169E+003, 4.5000169E+003
 1.1208441E+001, 5.6109330E+007,-5.7285118E+006, 8.5779628E+005,-6.6758124E+004, 4.2969764E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0474592E+007, 5.1172286E+007, 4.5000169E+003, 4.5000169E+003
 1.1243452E+001, 5.6651402E+007,-6.0116454E+006, 8.5765615E+005,-6.6997485E+004, 4.3318139E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1178037E+007, 5.1430848E+007, 4.5000169E+003, 4.5000169E+003
 1.1290133E+001, 5.7602259E+007,-6.6167143E+006, 8.5827708E+005,-6.7410903E+004, 4.2030378E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1614100E+007, 5.1776831E+007, 4.5000169E+003, 4.5000169E+003
 1.1325144E+001, 5.8015808E+007,-5.9967679E+006, 8.6868284E+005,-6.7470778E+004, 4.3528273E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2534242E+007, 5.2820688E+007, 4.5000169E+003, 4.5000169E+003
 1.1360154E+001, 5.9078344E+007,-6.1435352E+006, 8.8075964E+005,-6.7859033E+004, 4.2548174E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2830937E+007, 5.3748135E+007, 4.5000169E+003, 4.5000169E+003
 1.1406836E+001, 5.9552958E+007,-6.8644351E+006, 8.7763825E+005,-6.8135842E+004, 4.3393624E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3139484E+007, 5.3498460E+007, 4.5000169E+003, 4.5000169E+003
 1.1441846E+001, 5.9551868E+007,-6.2170144E+006, 8.8747126E+005,-6.8792542E+004, 4.0925082E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2896230E+007, 5.4153941E+007, 4.5000169E+003, 4.5000169E+003
 1.1488527E+001, 5.9777043E+007,-6.6794633E+006, 8.8710392E+005,-6.8832609E+004, 4.3105963E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4013378E+007, 5.3916282E+007, 4.5000169E+003, 4.5000169E+003
 1.1523538E+001, 5.9875742E+007,-4.8884036E+006, 9.1266363E+005,-6.9344343E+004, 4.2348751E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4970370E+007, 5.5831081E+007, 4.5000169E+003, 4.5000169E+003
 1.1570219E+001, 6.0674478E+007,-6.3479218E+006, 9.0260102E+005,-6.9799333E+004, 4.2240390E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5053933E+007, 5.5159781E+007, 4.5000169E+003, 4.5000169E+003
 1.1605229E+001, 6.1853406E+007,-7.3042069E+006, 9.0288777E+005,-7.0273823E+004, 4.0996053E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.4547167E+007, 5.5382223E+007, 4.5000169E+003, 4.5000169E+003
 1.1640241E+001, 6.2785006E+007,-6.7778769E+006, 9.2197262E+005,-7.0211729E+004, 4.2263222E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5944025E+007, 5.6859313E+007, 4.5000169E+003, 4.5000169E+003
 1.1686921E+001, 6.4031519E+007,-8.1409097E+006, 9.2128298E+005,-7.0590897E+004, 4.1765014E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6606760E+007, 5.6741719E+007, 4.5000169E+003, 4.5000169E+003
 1.1721932E+001, 6.4806477E+007,-9.1529955E+006, 9.1979875E+005,-7.1084644E+004, 4.1205120E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6863581E+007, 5.6502608E+007, 4.5000169E+003, 4.5000169E+003
 1.1768613E+001, 6.6125210E+007,-8.6923947E+006, 9.4538270E+005,-7.1655994E+004, 4.0234838E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7004079E+007, 5.8306945E+007, 4.5000169E+003, 4.5000169E+003
 1.1803624E+001, 6.6636761E+007,-5.8270129E+006, 9.9086188E+005,-7.1635475E+004, 4.0250322E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0275694E+007, 6.1729377E+007, 4.5000169E+003, 4.5000169E+003
 1.1850305E+001, 6.8037874E+007,-8.2008744E+006, 9.8020587E+005,-7.2290010E+004, 4.0213102E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0712612E+007, 6.0745317E+007, 4.5000169E+003, 4.5000169E+003
 1.1885316E+001, 7.0042484E+007,-9.7966778E+006, 9.8841649E+005,-7.3109560E+004, 3.9189150E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0468404E+007, 6.1161505E+007, 4.5000169E+003, 4.5000169E+003
 1.1920326E+001, 7.1511274E+007,-1.0105598E+007, 1.0034275E+006,-7.3389598E+004, 3.9728356E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2601821E+007, 6.2336111E+007, 4.5000169E+003, 4.5000169E+003
 1.1967008E+001, 7.3103121E+007,-9.9580477E+006, 1.0282076E+006,-7.4175850E+004, 3.8804196E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3129033E+007, 6.4099493E+007, 4.5000169E+003, 4.5000169E+003
 1.2002018E+001, 7.5045367E+007,-1.1239164E+007, 1.0401893E+006,-7.4863055E+004, 3.9080941E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3669108E+007, 6.4771920E+007, 4.5000169E+003, 4.5000169E+003
 1.2047397E+001, 7.6521384E+007,-1.2473268E+007, 1.0449780E+006,-7.5849773E+004, 3.7986025E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3853504E+007, 6.5017624E+007, 4.5000169E+003, 4.5000169E+003
 1.2088869E+001, 7.7473335E+007,-1.2163771E+007, 1.0619320E+006,-7.5795962E+004, 3.9250204E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7051392E+007, 6.6296093E+007, 4.5000169E+003, 4.5000169E+003
 1.2130342E+001, 7.8193186E+007,-1.2262654E+007, 1.0715537E+006,-7.6504422E+004, 3.8806312E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6466447E+007, 6.6925970E+007, 4.5000169E+003, 4.5000169E+003
 1.2161446E+001, 7.8538379E+007,-1.0789718E+007, 1.0957849E+006,-7.7021509E+004, 3.8304968E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7201202E+007, 6.8767808E+007, 4.5000169E+003, 4.5000169E+003
 1.2202918E+001, 7.8314820E+007,-1.0683741E+007, 1.0981100E+006,-7.7416834E+004, 3.8579069E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7829406E+007, 6.8652158E+007, 4.5000169E+003, 4.5000169E+003
 1.2244390E+001, 7.9116997E+007,-1.1244730E+007, 1.1043853E+006,-7.7782295E+004, 3.8758820E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9142829E+007, 6.8899257E+007, 4.5000169E+003, 4.5000169E+003
 1.2285863E+001, 7.9422284E+007,-1.2201505E+007, 1.0981720E+006,-7.8513247E+004, 3.8582050E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8259675E+007, 6.8240823E+007, 4.5000169E+003, 4.5000169E+003
 1.2327335E+001, 8.0012912E+007,-1.1291933E+007, 1.1205877E+006,-7.8932591E+004, 3.8696331E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8613560E+007, 6.9763020E+007, 4.5000169E+003, 4.5000169E+003
 1.2368808E+001, 8.0125238E+007,-1.1293652E+007, 1.1234559E+006,-7.9431312E+004, 3.8159176E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8650625E+007, 6.9875993E+007, 4.5000169E+003, 4.5000169E+003
 1.2410280E+001, 7.9806413E+007,-1.1649520E+007, 1.1144153E+006,-7.9605463E+004, 3.9003240E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0201676E+007, 6.9192093E+007, 4.5000169E+003, 4.5000169E+003
 1.2441384E+001, 8.0385720E+007,-1.1224952E+007, 1.1281099E+006,-8.0474948E+004, 3.7718559E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9717398E+007, 7.0208780E+007, 4.5000169E+003, 4.5000169E+003
 1.2482857E+001, 8.0431379E+007,-1.1235471E+007, 1.1289610E+006,-8.1218457E+004, 3.7373492E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8657220E+007, 7.0244024E+007, 4.5000169E+003, 4.5000169E+003
 1.2524329E+001, 8.0090068E+007,-9.8347624E+006, 1.1451963E+006,-8.1308711E+004, 3.8641779E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9847189E+007, 7.1319579E+007, 4.5000169E+003, 4.5000169E+003
 1.2562055E+001, 8.0531237E+007,-1.2241186E+007, 1.1204177E+006,-8.1632170E+004, 3.8077485E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9916813E+007, 6.9329217E+007, 4.5000169E+003, 4.5000169E+003
 1.2607650E+001, 8.0620951E+007,-1.0877521E+007, 1.1434839E+006,-8.2014673E+004, 3.9217386E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0873141E+007, 7.0805292E+007, 4.5000169E+003, 4.5000169E+003
 1.2644126E+001, 8.0705799E+007,-9.9291325E+006, 1.1607195E+006,-8.2608805E+004, 3.8043189E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0765834E+007, 7.1855157E+007, 4.5000169E+003, 4.5000169E+003
 1.2680602E+001, 8.0795964E+007,-1.0100756E+007, 1.1635635E+006,-8.2782079E+004, 3.8219169E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1934896E+007, 7.1776372E+007, 4.5000169E+003, 4.5000169E+003
 1.2726197E+001, 8.1024962E+007,-1.0143580E+007, 1.1698877E+006,-8.3317368E+004, 3.9481545E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1615074E+007, 7.1968347E+007, 4.5000169E+003, 4.5000169E+003
 1.2762673E+001, 8.1407982E+007,-1.0058948E+007, 1.1794214E+006,-8.3767493E+004, 3.8166783E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1869012E+007, 7.2445070E+007, 4.5000169E+003, 4.5000169E+003
 1.2808270E+001, 8.1933350E+007,-9.9031284E+006, 1.1920015E+006,-8.4069141E+004, 3.9141291E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2708224E+007, 7.3138545E+007, 4.5000169E+003, 4.5000169E+003
 1.2844746E+001, 8.2435668E+007,-9.2025459E+006, 1.2116961E+006,-8.4018304E+004, 3.9011909E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3358228E+007, 7.4361190E+007, 4.5000169E+003, 4.5000169E+003
 1.2881222E+001, 8.2911783E+007,-9.2501616E+006, 1.2207672E+006,-8.4252079E+004, 3.8723775E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3915909E+007, 7.4798523E+007, 4.5000169E+003, 4.5000169E+003
 1.2923253E+001, 8.3486693E+007,-1.0462293E+007, 1.2145230E+006,-8.4271644E+004, 3.9489623E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3974679E+007, 7.4155046E+007, 4.5000169E+003, 4.5000169E+003
 1.2966353E+001, 8.4093496E+007,-9.4646647E+006, 1.2384904E+006,-8.4312490E+004, 3.9703886E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5269811E+007, 7.5783407E+007, 4.5000169E+003, 4.5000169E+003
 1.3000834E+001, 8.4536799E+007,-9.1885632E+006, 1.2521588E+006,-8.4084739E+004, 4.0025423E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.6053437E+007, 7.6516710E+007, 4.5000169E+003, 4.5000169E+003
 1.3043934E+001, 8.5106445E+007,-1.0257156E+007, 1.2495161E+006,-8.4443415E+004, 3.9869170E+002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.6048691E+007, 7.6014760E+007, 4.5000169E+003, 4.5000169E+003
