Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)                                                                          
    0, 8.905E+00, 7.329E+02, 3.009E+02, 1.086E+03, 1.184E+03, 2.728E+02, 6.796E+01, 0.000E+00, 2.758E+02, 2.838E+02, 2.484E+02, 0.000E+00, 0.000E+00, 4.461E+03 
