Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)                                                                          
    0, 8.920E+00, 7.319E+02, 3.015E+02, 1.086E+03, 1.187E+03, 2.757E+02, 8.138E+01, 0.000E+00, 2.741E+02, 2.835E+02, 2.486E+02, 0.000E+00, 0.000E+00, 4.479E+03 
